id_eje,descripcion_eje,id_programa_presupuestario,descripcion_programa_presupuestario,id_componente,descripcion_componente,id_siglas,descripcion_siglas,id_ods,descripcion_ods,id_meta,descripcion_meta,id_tema_general,descripcion_tema_general,id_tema_objetivo,descripcion_tema_objetivo,id_meta_rubro_propuesta,descripcion_meta_rubro_propuesta
3,Educación de Calidad,S016,"Investigación, desarrollo tecnológico, transferencia de tecnología e innovación",S016.C05,"A. Proyectos de investigación, innovación y desarrollo tecnológico realizados por instituciones de educación superior. UTNG",UTNG,Universidad Tecnológica del Norte de Guanajuato,09,"Objetivo 9: Construir infraestructuras resilientes, promover la industrialización inclusiva y sostenible y fomentar la innovación",9.5,"9.5 Aumentar la investigación científica y mejorar la capacidad tecnológica de los sectores industriales de todos los países, el fomento a la innovación y el aumento de trabajadores en la esfera de investigación y desarrollo por cada millón de personas y los gastos en investigación y desarrollo de los sectores público y privado.",2,Economía,2.1,Infraestructura,2.1.1,"Industria, Innovación e Infraestructura"
3,Educación de Calidad,E057,"Trayectoria en Nivel Básico, Media Superior y Superior",E057.C21,A. Registro de la trayectoria escolar de los alumnos realizada (SEG),SEG,Secretaría de Educación,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.1,"4.1 Asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C20,A. Servicios educativos incrementados en el nivel medio superior. SEG,SEG,Secretaría de Educación,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C46,A. Servicios educativos ofertados en el nivel superior. SEG,SEG,Secretaría de Educación,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C01,A. Servicios educativos ofertados. CECYTEG,CECYTEG,Colegio de Estudios Científicos y Tecnológicos del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C03,A. Servicios educativos ofertados. CONALEP,CONALEP,Colegio de Educación Profesional Técnica del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C05,A. Servicios educativos ofertados. EPRR,EPRR,Escuela Preparatoria Regional del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C07,A. Servicios educativos ofertados. ITESA,ITESA,Instituto Tecnológico Superior de Abasolo,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C08,A. Servicios educativos ofertados. ITESG,ITESG,Instituto Tecnológico Superior de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C10,A. Servicios educativos ofertados. ITESI,ITESI,Instituto Tecnológico Superior de Irapuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C14,A. Servicios educativos ofertados. ITESP,ITSPR,Instituto Tecnológico Superior de Purísima del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C12,A. Servicios educativos ofertados. ITESS,ITESS,Instituto Tecnológico Superior de Salvatierra,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C16,A. Servicios educativos ofertados. ITSUR,ITSUR,Instituto Tecnológico Superior del Sur de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C18,A. Servicios educativos ofertados. SABES,SABES,Sistema Avanzado de Bachillerato y Educación Superior,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C24,A. Servicios educativos ofertados. UPB,UPB,Universidad Politécnica del Bicentenario,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C26,A. Servicios educativos ofertados. UPGTO,UPGTO,Universidad Politécnica de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C28,A. Servicios educativos ofertados. UPJR,UPJR,Universidad Politécnica de Juventino Rosas,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C30,A. Servicios educativos ofertados. UPPE,UPPE,Universidad Politécnica de Pénjamo,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C32,A. Servicios educativos ofertados. UTL,UTL,Universidad Tecnológica de León,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C34,A. Servicios educativos ofertados. UTLB,UTLB,Universidad Tecnológica Laja Bajío,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C36,A. Servicios educativos ofertados. UTNG,UTNG,Universidad Tecnológica del Norte de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C38,A. Servicios educativos ofertados. UTS,UTS,Universidad Tecnológica de Salamanca,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C40,A. Servicios educativos ofertados. UTSMA,UTSMA,Universidad Tecnológica de San Miguel de Allende,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C42,A. Servicios educativos ofertados. UTSOE,UTSOE,Universidad Tecnológica del Suroeste de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E017,Cobertura de Educación Media Superior y Superior,E017.C44,A. Servicios educativos ofertados. UVEG,UVEG,Universidad Virtual del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.3,"4.3 Asegurar el acceso en condiciones de igualdad para todos los hombres y las mujeres a formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C31,A. Vinculación con el entorno operando para el nivel medio superior. SABES,SABES,Sistema Avanzado de Bachillerato y Educación Superior,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C87,A. Vinculación con el entorno operando para el nivel superior. SABES,SABES,Sistema Avanzado de Bachillerato y Educación Superior,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C01,A. Vinculación con el entorno operando. (CECYTEG),CECYTEG,Colegio de Estudios Científicos y Tecnológicos del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C26,A. Vinculación con el entorno operando. (ITESP),ITSPR,Instituto Tecnológico Superior de Purísima del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C86,A. Vinculación con el entorno operando. (UVEG),UVEG,Universidad Virtual del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C07,A. Vinculación con el entorno operando. CONALEP,CONALEP,Colegio de Educación Profesional Técnica del Estado de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C11,A. Vinculación con el entorno operando. EPRR,EPRR,Escuela Preparatoria Regional del Rincón,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C13,A. Vinculación con el entorno operando. ITESG,ITESG,Instituto Tecnológico Superior de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C18,A. Vinculación con el entorno operando. ITESI,ITESI,Instituto Tecnológico Superior de Irapuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C22,A. Vinculación con el entorno operando. ITESS,ITESS,Instituto Tecnológico Superior de Salvatierra,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C28,A. Vinculación con el entorno operando. ITSUR,ITSUR,Instituto Tecnológico Superior del Sur de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C47,A. Vinculación con el entorno operando. UPB,UPB,Universidad Politécnica del Bicentenario,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C50,A. Vinculación con el entorno operando. UPGTO,UPGTO,Universidad Politécnica de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C54,A. Vinculación con el entorno operando. UPJR,UPJR,Universidad Politécnica de Juventino Rosas,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C57,A. Vinculación con el entorno operando. UPPE,UPPE,Universidad Politécnica de Pénjamo,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C60,A. Vinculación con el entorno operando. UTL,UTL,Universidad Tecnológica de León,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C83,A. Vinculación con el entorno operando. UTLB,UTLB,Universidad Tecnológica Laja Bajío,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
3,Educación de Calidad,E038,Competencias para el trabajo,E038.C65,A. Vinculación con el entorno operando. UTNG,UTNG,Universidad Tecnológica del Norte de Guanajuato,04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",4.4,"4.4 Aumentar el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento.",1,Educación,1.1,Educación,1.1.1,Educación
