id_dimension_ped,descripcion_dimension_ped,id_linea_estrategica_ped,descripcion_linea_estrategica_ped,id_objetivo_ped,descripcion_objetivo_ped,id_estrategia_ped,descripcion_estrategia_ped,id_ods,descripcion_ods,id_metas_ods,descripción_metas_ods
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.01,"Fortalecimiento de la autonomía de todos los órganos de procuración de justicia, defensoría y jurisdiccionales como medio para garantizar que la aplicación de la justicia sea imparcial, incluyente y con perspectiva de género.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.02,"Fortalecimiento de la infraestructura, el equipo tecnológico y los recursos de las instituciones encargadas de operar el sistema de justicia penal.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.03,"Implementación de esquemas de seguimiento y evaluación con perspectiva de género dentro de las instituciones del sistema de justicia penal, en los que participe corresponsablemente la ciudadanía.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.04,"Homologación, interconexión y certificación de los procesos de actuación que realizan las instancias involucradas en la procuración e impartición de justicia.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.05,"Instauración del servicio civil de carrera con perspectiva de género en la Procuraduría, la Defensoría y en los tribunales, promoviendo la actualización permanente de las y los servidores públicos.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.06,"Difusión entre la ciudadanía de sus derechos y obligaciones con enfoque incluyente, para hacerlos valer ante las instancias encargadas de administrar justicia.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.01,"Fortalecimiento de la autonomía de todos los órganos de procuración de justicia, defensoría y jurisdiccionales como medio para garantizar que la aplicación de la justicia sea imparcial, incluyente y con perspectiva de género.",ODS.11,"Objetivo 11: Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles",MM.11.04,11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.02,"Fortalecimiento de la infraestructura, el equipo tecnológico y los recursos de las instituciones encargadas de operar el sistema de justicia penal.",ODS.11,"Objetivo 11: Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles",MM.11.04,11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.03,"Implementación de esquemas de seguimiento y evaluación con perspectiva de género dentro de las instituciones del sistema de justicia penal, en los que participe corresponsablemente la ciudadanía.",ODS.11,"Objetivo 11: Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles",MM.11.04,11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.04,"Homologación, interconexión y certificación de los procesos de actuación que realizan las instancias involucradas en la procuración e impartición de justicia.",ODS.11,"Objetivo 11: Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles",MM.11.04,11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.05,"Instauración del servicio civil de carrera con perspectiva de género en la Procuraduría, la Defensoría y en los tribunales, promoviendo la actualización permanente de las y los servidores públicos.",ODS.11,"Objetivo 11: Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles",MM.11.04,11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.06,"Difusión entre la ciudadanía de sus derechos y obligaciones con enfoque incluyente, para hacerlos valer ante las instancias encargadas de administrar justicia.",ODS.11,"Objetivo 11: Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles",MM.11.04,11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo.
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.01,"Fortalecimiento de la autonomía de todos los órganos de procuración de justicia, defensoría y jurisdiccionales como medio para garantizar que la aplicación de la justicia sea imparcial, incluyente y con perspectiva de género.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.06,"4.6 Asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.02,"Fortalecimiento de la infraestructura, el equipo tecnológico y los recursos de las instituciones encargadas de operar el sistema de justicia penal.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.06,"4.6 Asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.03,"Implementación de esquemas de seguimiento y evaluación con perspectiva de género dentro de las instituciones del sistema de justicia penal, en los que participe corresponsablemente la ciudadanía.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.06,"4.6 Asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.04,"Homologación, interconexión y certificación de los procesos de actuación que realizan las instancias involucradas en la procuración e impartición de justicia.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.06,"4.6 Asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.05,"Instauración del servicio civil de carrera con perspectiva de género en la Procuraduría, la Defensoría y en los tribunales, promoviendo la actualización permanente de las y los servidores públicos.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.06,"4.6 Asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética."
PED.D04,Administración Pública y Estado de Derecho,PED.04.02,Seguridad y Justicia,PED.04.02.02,Incrementar la efectividad del sistema de justicia penal,PED.04.02.02.06,"Difusión entre la ciudadanía de sus derechos y obligaciones con enfoque incluyente, para hacerlos valer ante las instancias encargadas de administrar justicia.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.06,"4.6 Asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética."
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.01,Control de las emisiones de gases de efecto invernadero.,ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.01,13.1 Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países.
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.02,Conservación y restauración del suelo y de la vegetación nativa.,ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.01,13.1 Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países.
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.03,"Promoción de medidas, acciones y proyectos para la adaptación de los asentamientos humanos a los efectos del cambio climático con enfoque de igualdad de género.",ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.01,13.1 Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países.
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.04,"Promoción y desarrollo de fuentes de energía renovables, así como incremento de la eficiencia energética.",ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.01,13.1 Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países.
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.01,Control de las emisiones de gases de efecto invernadero.,ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.03,"13.3 Mejorar la educación, la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático, la adaptación a él, la reducción de sus efectos y la alerta temprana."
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.02,Conservación y restauración del suelo y de la vegetación nativa.,ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.03,"13.3 Mejorar la educación, la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático, la adaptación a él, la reducción de sus efectos y la alerta temprana."
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.03,"Promoción de medidas, acciones y proyectos para la adaptación de los asentamientos humanos a los efectos del cambio climático con enfoque de igualdad de género.",ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.03,"13.3 Mejorar la educación, la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático, la adaptación a él, la reducción de sus efectos y la alerta temprana."
PED.D03,Medio Ambiente y Territorio,PED.03.01,Medio Ambiente,PED.03.01.03,Desarrollar entre los diferentes sectores de la sociedad las capacidades para la mitigación y adaptación al cambio climático.,PED.03.01.03.04,"Promoción y desarrollo de fuentes de energía renovables, así como incremento de la eficiencia energética.",ODS.13,Objetivo 13: Adoptar medidas urgentes para combatir el cambio climático y sus efectos,MM.13.03,"13.3 Mejorar la educación, la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático, la adaptación a él, la reducción de sus efectos y la alerta temprana."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.01,Reducción del rezago educativo en la educación obligatoria.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.02,Incremento de la cobertura con calidad de la educación media superior.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.03,"Implementación de un modelo educativo de vanguardia, que asegure el pleno desarrollo de las capacidades y las habilidades de la población estudiantil para llevar a cabo su proyecto de vida.",ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.04,Fortalecimiento de las capacidades del personal docente mediante actualiza­ ciones que les permitan generar un ambiente adecuado para el aprendizaje sig­ nificativo en la población escolar.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.01,"Lograr una cobertura universal en la educación obligatoria, mediante un modelo educativo de calidad con diversidad, equidad e igualdad de género que cuente con personal docente capacitado y profesionalizado",PED.01.02.01.05,Fomento del involucramiento de los padres y madres de familia y de la sociedad en la tarea educativa.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.03,Potenciar a la cultura y al deporte como elementos del desarrollo integral de las personas y las comunidades.,PED.01.02.03.01,Apoyo a las mujeres y hombres guanajuatenses con talentos artísticos y a los públicos creadores y receptores que aseguren la gestión y conservación del patrimonio cultural.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.03,Potenciar a la cultura y al deporte como elementos del desarrollo integral de las personas y las comunidades.,PED.01.02.03.02,Incremento de alternativas y espacios para la recreación cultural.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
PED.D01,Humana y Social,PED.01.02,Educación para la Vida,PED.01.02.03,Potenciar a la cultura y al deporte como elementos del desarrollo integral de las personas y las comunidades.,PED.01.02.03.03,Desarrollo de nuevos talentos artísticos y nuevos públicos.,ODS.04,"Objetivo 4: Garantizar una educación inclusiva, equitativa y de calidad y promover oportunidades de aprendizaje durante toda la vida para todos",MM.04.07,"4.7 Garantizar que todos los estudiantes adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, en particular mediante la educación para el desarrollo sostenible y la adopción de estilos de vida sostenibles, los derechos humanos, la igualdad entre los géneros, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y de la contribución de la cultura al desarrollo sostenible, entre otros medios."
