ciclo,periodo,id_eje,decripción_eje,id_division,descripcion_division,id_centro_gestor,descripcion_centro_gestor,id_siglas,descripcion_siglas,id_programa_presupuestario,descripcion_programa_presupuestario,id_proceso_proyecto,descripcion_proceso_proyecto,Municipio,Monto
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Pueblo Nuevo," 156,052.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Purísima del Rincón," 127,896.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Romita," 208,069.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Salamanca," 237,897.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Salvatierra," 272,017.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,San Diego de la Unión," 112,982.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,San Felipe," 217,017.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,San Francisco del Rincón," 220,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,San José Iturbide," 208,069.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,San Luis de la Paz," 69,913.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,San Miguel de Allende," 228,948.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Santa Catarina," 170,966.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Santa Cruz de Juventino Rosas," 165,000.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Santiago Maravatío," 121,930.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Silao de la Victoria," 289,914.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Tarandacuao," 208,069.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Tarimoro," 159,035.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Tierra Blanca," 153,069.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Uriangato," 202,104.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Valle de Santiago," 156,052.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Victoria," 159,035.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Villagrán," 150,087.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Xichú," 228,948.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3195,Acceso de las mujeres a oportunidades de desarrollo en condiciones de igualdad,Yuriria," 156,052.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Abasolo," 407,806.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Acámbaro," 151,884.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Apaseo el Alto," 30,043.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Apaseo el Grande," 70,100.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Atarjea," 96,249.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Celaya," 225,879.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Comonfort," 119,059.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Coroneo, 556.00 
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Cortazar," 74,551.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Cuerámaro," 119,059.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Doctor Mora," 15,578.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Dolores Hidalgo Cuna de la Independencia Nacional," 502,386.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Guanajuato," 1,016,455.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Huanímaro," 50,072.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Irapuato," 835,084.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Jaral del Progreso," 111,270.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Jérecuaro," 5,007.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",León," 3,364,033.64 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Manuel Doblado," 97,362.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Moroleón," 183,040.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Ocampo," 63,424.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Pénjamo," 36,163.00 "
2021,2021-03-31,2,Desarrollo Humano y Social,30,Sector Paraestatal,3029,Instituto Para las Mujeres Guanajuatenses,30,IMUG,E045,Acceso equitativo y oportunidades de desarrollo para mujeres y hombres,Q3189,"Acciones para reducir las manifestaciones de violencia en contra de niñas, adolescentes y mujeres",Por Determinar," 1,760,256.36 "
