ciclo,id_eje,descripcion_eje,id_siglas,descripcion_siglas,id_proyecto,descripcion_proyecto,id_obra,descripcion_obra,id_municipio,latitud,longitud,descripcion_municipio,id_estatus,descripcion_estatus,importe_presupuestal_estatal_2020
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0039,Agua y Drenaje para Localidades Suburbanas,0011,CONSTRUCCIÓN DE SISTEMA DE AGUA POTABLE (QUINTA ETAPA) EN LA LOCALIDAD DE MARAVATÍO DEL ENCINAL MUNICIPIO DE SALVATIERRA GTO.  ,028,20.205364,-100.965376,SALVATIERRA,1,Concluida,2864581.13
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0039,Agua y Drenaje para Localidades Suburbanas,0012,CONSTRUCCIÓN DE TANQUE ELEVADO PARA AGUA POTABLE  DE 150 M3 EN LA COMUNIDAD DE SANTIAGO CAPITIRO EN EL MUNICIPIO DE JARAL DEL PROGRESO GTO.,018,20.303848,-101.020726,JARAL DEL PROGRESO,1,Concluida,3494674.79
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0039,Agua y Drenaje para Localidades Suburbanas,0013,EQUIPAMIENTO DE POZO PROFUNDO NUM 1 PARA EL SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE SANTIAGO CAPITIRO MUNICIPIO DE JARAL DEL PROGRESO,018,20.302702,-101.021282,JARAL DEL PROGRESO,1,Concluida,953092.553
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0039,Agua y Drenaje para Localidades Suburbanas,0014,CONSTRUCCIÓN DE TANQUE DE ALMACENAMIENTO PARA LA ZONA DE ALDAMA. (ALDAMA),017,20.809254,-101.308492,IRAPUATO,1,Concluida,1527639.78
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0039,Agua y Drenaje para Localidades Suburbanas,0015,EQUIPAMIENTO DE POZO PROFUNDO (ALDAMA),017,20.804542,-101.318884,IRAPUATO,1,Concluida,380899.51
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0039,Agua y Drenaje para Localidades Suburbanas,0016,CONSTRUCCIÓN DE RED DE DISTRIBUCIÓN DE AGUA POTABLE SECTOR 2 (ETAPA 1 DE 2) EN LA LOCALIDAD DE SAN JOSÉ DE LLANOS GTO.,015,20.856501,-101.306216,GUANAJUATO,2,En ejecución,2246476.62
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0039,Agua y Drenaje para Localidades Suburbanas,0017,CONSTRUCCIÓN DE TANQUE DE ALMACENAMIENTO Y REGULACIÓN DE AGUA POTABLE SECTOR 2 EN LA LOCALIDAD DE SAN JOSÉ DE LLANOS GTO.,015,20.856501,-101.306216,GUANAJUATO,2,En ejecución,1235278.515
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0018,REHABILITACIÓN DE RED DE DRENAJE: CALLE ARTEAGA (TRAMO BENITO LOPEZ BAEZA - ZARAGOZA) CALLE ZARAGOZA (TRAMO MATAMOROS - CHAPULTEPEC) CALLE CUAUHTEMOC (TRAMO HEROICO COLEGIO MILITAR - BONIFACIO BALTAZAR) CALLE VICTORIA (TRAMO ARTEAGA - MANUEL DOBLADO) CALLE RAFAEL RAMÍREZ (SONORA-RAFAEL RAMÍREZ) (CABECERA MUNICIPAL),042,20.3955861111111,-101.195275,VALLE DE SANTIAGO,1,Concluida,2528155.23
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0019,CONSTRUCCIÓN DE COLECTOR  PLUVIAL CALLES EMILIANO ZAPATA Y SANTA CLARA DE MARINES A RIO SILAO (2DA ETAPA) (CABECERA MUNICIPAL),037,20.963161,-101.433461,SILAO DE LA VICTORIA,1,Concluida,343114.68
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0020,DRENAJE PLUVIAL SOBRE CALLE ESPERANZA ENTRE LAS CALLES SÓSTENES ROCHA HASTA EL ARROYO DEL MUERTO EN LA ZONA CENTRO (CUARTA ETAPA DE CUATRO) (CABECERA MUNICIPAL),037,20.94009444,-101.4214472,SILAO DE LA VICTORIA,1,Concluida,325000
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0021,REHABILITACION DEL COLECTOR SANITARIO DE AV. REFORMA EN LA COLONIA REFORMA EN LA CABECERA MUNICIPAL DE SILAO GTO,037,20.94445,-101.426216,SILAO DE LA VICTORIA,1,Concluida,1559892.53
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0022,AMPLIACION DE DRENAJE SANITARIO EN LIBRAMIENTO ORIENTE JUAN JOSE TORRES LANDA (CABECERA MUNICIPAL),032,20.99199,-100.376341,SAN JOSÉ ITURBIDE,1,Concluida,1033280.66
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0023,REHABILITACIÓN DE ALCANTARILLADO SANITARIO EN LA COLONIA INFONAVIT DEL VALLE (PRIMERA ETAPA DE DOS),031,21.018681,-101.858518,SAN FRANCISCO DEL RINCÓN,1,Concluida,2655854.005
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0024,REHABILITACIÓN DE RED DE ALCANTARILLADO SANITARIO EN EL FRACCIONAMIENTO SANTA FE Y RESIDENCIAL SANTA FE AL SUROESTE DE LA CABECERA MUNICIPAL,031,21.018681,-101.858518,SAN FRANCISCO DEL RINCÓN,1,Concluida,6140173.186
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0025,CONSTRUCCIÓN DE RED DE DRENAJE SANITARIO EN LA COL. BONAMPAK EN LA CABECERA MUNICIPAL DE SALVATIERRA GTO,028,20.215,-100.878056,SALVATIERRA,1,Concluida,1095104.28
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0026,RED DE ATARJEAS FRACCIONAMIENTO SANTA CECILIA (CABECERA MUNICIPAL),025,21.00062306,-101.8783503,PURÍSIMA DEL RINCÓN,1,Concluida,474880.16
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0027,AMPLIACIÓN DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES (MODULO DE 15 LPS) ,022,21.64988611,-101.467614,OCAMPO,2,En ejecución,17381900.91
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0029,CONSTRUCCION DE COLECTOR DE AGUAS RESIDUALES (ENTRE CALLE 12 DE OCTUBRE Y FCO. I. MADERO) MARGEN IZQUIERDO EN LA CABECERA MPAL. DE MOROLEON GTO. -OB-204-0154-18 (MOROLEÓN),021,20.134753,-101.182578,MOROLEÓN,1,Concluida,437115.14
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0031,REHABILITACIÓN DE LA RED DE DRENAJE SANITARIO EN LAS CALLES GERANIO-CORTAZAR  EN LA CABECERA MUNICIPAL DE MOROLEÓN GTO.,021,20.1297222,-101.19,MOROLEÓN,1,Concluida,454997.914
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0032,REHABILITACIÓN DE RED DE DRENAJE SANITARIO EN LA COLONIA HIDALGO (PRIMERA ETAPA) (CABECERA MUNICIPAL),008,20.7212778,-101.9476222,MANUEL DOBLADO,1,Concluida,2056336.01
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0033,REHABILITACION DE RED DE DRENAJE SANITARIO EN LA CALLE BENITO JUAREZ (NICOLAS BRAVO-CAMELIA),018,20.3751,-101.0620917,JARAL DEL PROGRESO,1,Concluida,393350.64
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0034,REHABILITACION DE RED DE DRENAJE SANITARIO EN LA CALLE BENITO JUAREZ (NICOLAS BRAVO-CAMELIA) (CABECERA MUNICIPAL),018,20.3751,-101.0620917,JARAL DEL PROGRESO,1,Concluida,616446.37
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0035,CONSTRUCCIÓN DE COLECTOR PLUVIAL COPALILLO 2DA. ETAPA,017,20.672801,-101.348117,IRAPUATO,1,Concluida,3946682.95
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0036,CONSTRUCCIÓN DE LA LÍNEA VERDE DESDE LA PLANTA DE TRATAMIENTO DREN MERINO HASTA LAS UNIDADES DEPORTIVAS NORTE Y SUR (CABECERA MUNICIPAL),011,20.48016944,-100.9871222,CORTAZAR,1,Concluida,1812733.95
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0042,Conducción de Aguas Residuales en Zonas Urbanas,0037,CONSTRUCCIÓN DE LA RED DE ALCANTARILLADO SANITARIO DE LA COLONIA GUANAJUATO (TERCERA ETAPA DE TRES) EN LA CABECERA MUNICIPAL DE CORTAZAR GTO.,011,20.49056,-100.947167,CORTAZAR,2,En ejecución,2749888.317
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0039,AMPLIACIÓN DE DRENAJE SANITARIO (SEGUNDA ETAPA DE TRES) EN LA LOCALIDAD DE LOMA DE ZEMPOALA DEL MUNICIPIO DE YURIRIA GTO. ,046,20.29111111,-101.0783333,YURIRIA,2,En ejecución,1365646.0425
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0040,CONSTRUCCION DE DRENAJE SANITARIO Y SISTEMA DE TRATAMIENTO A BASE DE BIODIGESTORES COMUNITARIOS EN LA COMUNIDAD DE EL COMAL MUNICIPIO DE URIANGATO,041,20.1133,-101.1211,URIANGATO,1,Concluida,3209943.66
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0041,CONSTRUCCIÓN DE RED DE DRENAJE SANITARIO (SEGUNDA ETAPA) (PEÑA BLANCA UNO),040,21.13355278,-100.1351917,TIERRA BLANCA,1,Concluida,922705.35
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0042,REHABILITACIÓN Y AMPLIACIÓN DE DRENAJE SANITARIO Y CONSTRUCCIÓN DE COLECTOR (TULILLO DE ABAJO TULILLO DE ARRIBA),032,21.0863889,-100.4838889,SAN JOSÉ ITURBIDE,1,Concluida,5738178.59
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0043,RED DE DRENAJE SANITARIO (SEGUNDA ETAPA) Y CONSTRUCCIÓN DE PLANTA DE TRATAMIENTO PARA LA COMUNIDAD DEL SAUZ DE ARMENTA (SAUZ DE ARMENTA),031,20.84874444,-101.7538889,SAN FRANCISCO DEL RINCÓN,1,Concluida,1942531.89
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0044,CONSTRUCCIÓN DE LA RED DE DRENAJE SANITARIO (ETAPA 4 DE 6) EN LA LOCALIDAD DE CAÑADA DE SOTOS MUNICIPIO DE PURÍSIMA DE BUSTOS,025,21.0611111,-101.816389,PURÍSIMA DEL RINCÓN,1,Concluida,1791494.536
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0045,CONSTRUCCIÓN DE DRENAJE SANITARIO  (SEGUNDA ETAPA) (EL VENADO DE YÓSTIRO),017,20.57894444,-101.4293778,IRAPUATO,1,Concluida,595019.9
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0043,Conducción y Saneamiento de Aguas Residuales en el Medio Rural,0046,CONSTRUCCIÓN DE DRENAJE SANITARIO Y SISTEMA DE TRATAMIENTO PRIMARIO A BASE DE BIODIGESTOR COMUNITARIO (PRIMERA ETAPA) (EL RAMILLETE Y LA ESTANCIA),013,21.130307,-100.428408,DOCTOR MORA,1,Concluida,478448.58
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0048,CONSTRUCCIÓN DE LÍNEA DE CONDUCCIÓN TANQUE METÁLICO ELEVADO E INTERCONEXIÓN CON LÍNEA DE ALIMENTACIÓN A LA RED,042,20.372683,-101.112484,VALLE DE SANTIAGO,1,Concluida,1601285
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0049,EQUIPAMIENTO Y ELECTRIFICACIÓN DE POZO PROFUNDO PARA EL SISTEMA DE AGUA POTABLE (SANTA ANA),042,20.372683,-101.112484,VALLE DE SANTIAGO,1,Concluida,600759.7
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0050,SUMINISTRO E INSTALACIÓN DE 140 MICROMEDIDORES INCLUYE CUADRO DE MEDICIÓN EN LA COMUNIDAD DE SAN ISIDRO DEL PITAHAYO DEL MUNICIPIO DE VALLE DE SANTIAGO. ,042,20.474542,-101.135141,VALLE DE SANTIAGO,1,Concluida,241297.37
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0051,CONSTRUCCIÓN DE LÍNEA DE CONDUCCIÓN PARA AGUA POTABLE (INCLUYE TANQUE Y RED DE DISTRIBUCIÓN) (LAS ÁNIMAS),040,21.07334,-100.266384,TIERRA BLANCA,1,Concluida,422962.55
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0052,EQUIPAMIENTO DE POZO PROFUNDO PARA EL SISTEMA DE AGUA POTABLE (LAS ÁNIMAS),040,21.07334,-100.266384,TIERRA BLANCA,1,Concluida,351813.1
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0053,REHABILITACIÓN DE POZO PROFUNDO PARA AGUA POTABLE EN LA COMUNIDAD FRACCIÓN DE GUADALUPE MUNICIPIO DE TIERRA BLANCA,040,21.134125,-100.153119,TIERRA BLANCA,1,Concluida,349412.64
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0054,CONSTRUCCIÓN DE LÍNEA DE CONDUCCIÓN TANQUE Y LÍNEAS DE ALIMENTACIÓN Y REDES DE DISTRIBUCIÓN PARA EL SISTEMA DE AGUA POTABLE (PRIMERA ETAPA) (LA NORIA DE GALLEGOS Y NORIA DE SAN ISIDRO),039,20.339812,-100.77964,TARIMORO,1,Concluida,1816001.16
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0055,CONSTRUCCIÓN DE LÍNEA DE CONDUCCIÓN TANQUE Y LÍNEAS DE ALIMENTACIÓN Y REDES DE DISTRIBUCIÓN PARA EL SISTEMA DE AGUA POTABLE (SEGUNDA ETAPA) EN LA LOCALIDAD DE NORIA DE GALLEGOS Y NORIA DE SAN ISIDRO EN EL MUNICIPIO DE TARIMORO GTO.,039,20.340252,-100.780943,TARIMORO,1,Concluida,1353771.11
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0056,CONSTRUCCIÓN DE SISTEMA DE AGUA POTABLE. INCLUYE: LÍNEA DE CONDUCCIÓN TANQUE DE 30 M3 Y AMPLIACIÓN DE RED DE DISTRIBUCIÓN EN LA LOCALIDAD DE TLALIXCOYA MUNICIPIO DE TARIMORO. ,039,20.397413,-100.675253,TARIMORO,1,Concluida,1742328.6855
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0057,EQUIPAMIENTO Y ELECTRIFICACIÓN DE POZO PROFUNDO PARA EL SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE TLALIXCOYA MUNICIPIO DE TARIMORO GTO ,039,20.388224,-100.681104,TARIMORO,1,Concluida,1675586.193
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0058,SUMINISTRO E INSTALACIÓN DE 230 MICROMEDIDORES INCLUYE CUADRO DE MEDICIÓN EN LA COMUNIDAD DE CERRO PRIETO MUNICIPIO DE TARIMORO.,039,20.37390833,-100.77281111,TARIMORO,2,En ejecución,467477.318
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0059,SUMINISTRO E INSTALACIÓN DE 593 MICROMEDIDORES INCLUYE CUADRO DE MEDICIÓN EN LA LOCALIDAD DE LOS FIERROS MUNICIPIO DE TARIMORO,039,20.19316667,-100.77006111,TARIMORO,2,En ejecución,1294995.268
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0063,CONSTRUCCIÓN DE SISTEMA DE AGUA POTABLE. INCLUYE: LÍNEA DE CONDUCCIÓN TANQUE DE 100 M3 Y RED DE DISTRIBUCIÓN (SEGUNDA ETAPA). EN LA LOCALIDAD DE EL JARALILLO MUNICIPIO DE SANTA CRUZ DE JUVENTINO ROSAS,035,20.66566,-100.97539,SANTA CRUZ DE JUVENTINO ROSAS,1,Concluida,1408024.992
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0064,EQUIPAMIENTO Y ELECTRIFICACIÓN DE POZO PROFUNDO PARA EL SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE SAN JOSÉ DE MANANTIALES MUNICIPIO DE JUVENTINO ROSAS.,035,20.599061,-100.911452,SANTA CRUZ DE JUVENTINO ROSAS,2,En ejecución,449169.44
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0065,CONSTRUCCIÓN DE LÍNEA DE CONDUCCIÓN Y TANQUE DE ALMACENAMIENTO (1ERA ETAPA) EN LAS LOCALIDADES DE LAS CAÑAS LOS JUÁREZ LOS GUÍA Y LA PALMILLA EN EL MUNICIPIO DE ALLENDE GTO.,003,20.868266,-100.787116,SAN MIGUEL DE ALLENDE,2,En ejecución,1750000
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0066,CONSTRUCCIÓN DE LÍNEA DE CONDUCCIÓN TANQUE Y RED DE DISTRIBUCIÓN (ETAPA 2 DE 2). EN LA LOCALIDAD DE SAN DAMIAN EN EL MUNCIPIO DE ALLENDE,003,20.938538,-100.954602,SAN MIGUEL DE ALLENDE,1,Concluida,1613900.5575
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0067,CONSTRUCCIÓN DE SISTEMA DE AGUA POTABLE (INCLUYE: LÍNEA DE CONDUCCIÓN TANQUE  Y RED DE DISTRIBUCIÓN)  (ETAPA 2 Y 3 DE 3) (SAN JUAN JUVENAL LOS TOVARES Y LA ANGOSTURA),003,20.82450528,-100.875865,SAN MIGUEL DE ALLENDE,1,Concluida,1444187.16
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0068,CONSTRUCCIÓN DE TANQUE Y AMPLIACIÓN DE RED DE DISTRIBUCIÓN DE AGUA POTABLE (PANTOJA Y FLORES DE BEGOÑA),003,20.872442,-100.787669,SAN MIGUEL DE ALLENDE,1,Concluida,714725.6
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0069,PERFORACIÓN DE POZO PROFUNDO PARA EL SISTEMA DE AGUA POTABLE EN LA COMUNIDAD DE LOS DOLORES EN EL MUNICIPIO DE SAN LUIS DE LA PAZ GUANAJUATO.,033,21.320555,-100.561666667,SAN LUIS DE LA PAZ,1,Concluida,3143261.50318138
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0070,PERFORACIÓN DE POZO PROFUNDO PARA EL SISTEMA DE AGUA POTABLE PARA LAS COMUNIDADES DE PALOS ALTOS LA ANGELINA LAS BEATAS LA ESQUINA EL PATROCINIO CURINITH EL SAUCITO Y LOS REMEDIOS MUNICIPIO DE SAN LUIS DE LA PAZ GTO.,033,21.1700278,-100.588416666,SAN LUIS DE LA PAZ,2,En ejecución,2408908.495
2020,5,Desarrollo Ordenado y Sostenible,CEAG,Comisión Estatal del Agua de Guanajuato,Q0044,Abastecimiento de Agua a Zonas Rurales,0071,REHABILITACIÓN DE RED DE DISTRIBUCIÓN DE AGUA POTABLE EN LA LOCALIDAD DE EL JUNCO MUNICIPIO DE SAN FRANCISCO DEL RINCÓN GTO.,031,20.839789,-101.815192,SAN FRANCISCO DEL RINCÓN,1,Concluida,1168210.1925
