ciclo,periodo,id_eje,decripción_eje,id_division,descripcion_division,id_centro_gestor,descripcion_centro_gestor,id_siglas,siglas_dependencia,id_programa_presupuestario,descripcion_programa_presupuestario,id_componente,descripcion_componente,id_proceso_proyecto,descripcion_proceso_proyecto,detalle,aprobado
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,507,Dirección General de Programación y Control,5,SDSH,P011,Sistema estatal de información y evaluación del desarrollo,P011.C07,"Sistema de Planeación, Monitoreo y Evaluación Social operando",Q0258,Monitoreo y Evaluación de Programas Sociales,"El monitoreo y la evaluación de los programas sociales estatales, contribuyen a la asignación más eficiente de los recursos públicos, propiciando la toma de decisiones presupuestarias así como del diseño de la política y programas sociales.  Para alcanzar el Fin del Proyecto, se debe brindar en colaboración con dependencias y entidades del Gobierno del estado de Guanajuato, instrumentos y capacitación que fortalezca la gestión integral de la política y programas sociales, en los siguientes procesos: I. Diseño; Involucra la integración de MML y Reglas de Operación conforme a los principios de gobernanza y transparencia, con la descripción población objetivo, bienes y servicios que gobierno del estado otorgará para detonar el desarrollo humano y social de los Guanajuatenses. II. Monitoreo; Consiste en dar seguimiento a la operación de los programas y sus resultados conforme a los procesos, procedimientos y metas planteados. III. Evaluación; y Facilitar el desarrollo de evaluaciones externas que apliquen conforme a la madurez de los programas, con el propósito de verificar el impacto social de la política estatal. IV. Formación y Capacitación en Monitoreo y Evaluación.  Para el 2020, se plantea como parte fundamental de la estrategia Impulso Social 2.0, buscar dar un seguimiento puntual a cada una de las zonas de atención prioritaria intervenidas (430) a través de una actualización constante de indicadores de resultados en territorio, desempeño institucional y participación ciudadana, se llevará a cabo la línea base de programas sociales estatales, se evaluarán fondos federales por norma y se realizará una evaluación de diagnóstico a un programa social estatal. Todos los resultados medidos se integrarán al Sistema de Monitoreo y Evaluación de Programas Sociales Estatales. Se dará seguimiento a las comisiones y consejos que son instancias normativas y coordinadoras del monitoreo y evaluación en el eje más calidad de vida.",3000000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,510,Dirección General de Articulación Regional,5,SDSH,E010,Reconstrucción del tejido social,E010.C01,"Acciones para el fortalecimiento de capacidades de participación, decisión y autogestión promovidas (conformación de comités, capacitación, acciones transversales).",Q3175,Articulación e Intervención para el Fortalecimiento de las Zonas Impulso Social,"Intervención en las Zonas de Impulso Social, realizando actividades entre sociedad y gobierno, tales como:  análisis de información geoestadística, identificación de líderes sociales, sesiones de grupo focales por segmento de población (adultos, adultos mayores y adolescentes), abordando los temas de valores, cultura de paz, oportunidades de su desarrollo económico y social, arraigo cultural, habilidades sociales y desarrollo comunitario a través de la elaboración de un plan de trabajo para identificar las necesidades reales de la comunidad a fin de dirigir los apoyos donde más se requieren para el fortalecimiento del desarrollo comunitario y la reconstrucción del tejido social para el reforzamiento de los valores y la  habilidades sociales para generar un desarrollo comunitario integral con el fin de mejorar la calidad de vida de las personas, familia y comunidad que se encuentren dentro de los indices mayores de rezago social y pobreza.",10000000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,510,Dirección General de Articulación Regional,5,SDSH,S003,Impulso al combate a la pobreza con el mejoramiento de la situación familiar,S003.C02,Apoyos asistenciales a personas y familias vulnerables otorgados. SDSH,Q3450,Vale Grandeza - Compra Local,"El Programa tiene el propósito que las personas mayores de edad  que habitan en Estado de Guanajuato, preferentemente en las Zonas de Atención Prioritaria, con ingresos debajo de la línea de bienestar, cuenten con ingresos para satisfacer sus necesidades básicas y las de sus familias, mediante el otorgamiento de apoyo con un un valor equivalente a $50.00 (cincuenta pesos 00/10 M.N.) cada uno, siendo la suma de $500.00 (quinientos pesos 00/100 M.N.) hasta por doce ocasiones, los cuales podrán canjear por productos de primera necesidad, en los establecimientos autorizados, por motivo de la emergencia sanitaria provocada por la epidemia de enfermedad generada por el virus SARS-CoV2, COVID-19 en México.",40000000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,511,Dirección General de Gestoría Inclusión Social y Humana,5,SDSH,S003,Impulso al combate a la pobreza con el mejoramiento de la situación familiar,S003.C02,Apoyos asistenciales a personas y familias vulnerables otorgados. SDSH,Q0257,PODEMOS,"El programa consiste en otorgar apoyos en temas de salud, alimentario, vivienda, económico y los que el Comité del programa considere necesarios atenderlos, el programa tienen 2 metas que se atiende: situaciones emergentes no permanente  o de contingencia y está dirigido a personas que se encuentren en una situación de eventual emergencia y que necesitan de la intervención gubernamental o que haya sido afectada por alguna contingencia, ya sea por lluvias muy fuertes, por frío extremo o cualquier otra que la dependencia competente en el tema considere. Además, a fin de hacer la entrega de los apoyos solicitados y de que los recursos asignados lleguen a dónde más se necesiten, se implementa la figura de un órgano colegiado debidamente integrado, quien analizará y determinará la aprobación o no de los apoyos que se otorgan, mismos que se focalizarán preferentemente en la atención en los rubros: salud, económico, alimentario, vivienda, entre otros. Así mismo se observará que prevalezca la alianza ordenada y organizada con aquellas instituciones, que en situaciones de este tipo, apoyan a la población afectada ante la inminencia de un desastre natural que afecte eventualmente su calidad de vida. Por ello, el órgano colegiado referido, actuará conforme a su competencia, atribuciones y alcances que para el efecto se establezcan, normando  las acciones procedentes de atención. De acuerdo a suficiencia presupuestaria se pueden atender mas de una ocasión si el Comité así lo determina, con excepción de las personas que tienen una enfermedad crónico degenerativa solo se atienden una vez al año. No existe un monto determinado porque el programa es por demanda y no se puede establecer un monto en especifico porque este lo determina la situación de la persona, la cédula socio económica y el análisis que haga el comité, donde puede solo canalizarlo a otra dependencia para su atención o aprobarle todo o parte del recurso que se solicita",1200000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,517,Dirección General de Padrones Sociales,5,SDSH,P011,Sistema estatal de información y evaluación del desarrollo,P011.C08,"Padrón estatal único de beneficiarios de programas sociales, ampliado y fortalecido",Q0260,Padrón Estatal de Beneficiarios,"El Padrón Estatal de Beneficiarios requiere diseñar una plataforma que permita establecer un proceso de vinculación con las dependencias y entidades para lograr compartir la información en tiempo real, de manera que ésta fluya de manera más oportuna.  El PEB será rediseñado para su modernización por lo que se requiere del fortalecimiento de las área de desarrollo de sistemas que favorezca el mantener una aplicación de vanguardia así como de contar con los recursos necesarios para la capacitación a los actores involucrados en la planeación de la distribución de los apoyos por parte de los programas sociales y humanos del Estado sobre la utilidad de la información en materia de focalización y transparencia de los beneficios otorgados. El PEB ahora contará con un Padrón Potencial de Beneficiarios el cual permitirá conocer de manera puntual las necesidades de las familias en situación de vulnerabilidad. Para ello se necesita tecnología móvil de punta que permita al personal de campo levantar encuestas en medios electrónicos que permitan aplicarlas de manera ágil y minimizando posibles errores. Para dar a conocer los logros del Eje Calidad de Vida, se continuará con el fortalecimiento del Portal de Información Social, el cual será el punto de entrada de la ciudadanía y gobierno para dar a conocer los avances en el tema social y de manera puntual el Padrón Potencial y el padrón Estatal de Beneficiarios.",2000000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,517,Dirección General de Padrones Sociales,5,SDSH,P011,Sistema estatal de información y evaluación del desarrollo,P011.C08,"Padrón estatal único de beneficiarios de programas sociales, ampliado y fortalecido",Q3065,Tarjeta Mi Impulso,"En la etapa de planeación es necesaria la adquisición de equipos que permitan el enrolamiento de las personas.  Desde el ámbito de ejecución e implementación, el presente proyecto se compone de las siguientes partes: 1) El proceso de enrolamiento del padrón inicial reportado por los programas sociales para la generación del medio de pago electrónico, lo cual consiste en la inscripción en el listado de los posibles beneficiarios con información de datos personales como nombre, domicilio, programa, fotografía, entre otros. Para lo cual se hace necesario la adquisición del equipo tecnológico para realizar dicha actividad; 2) El proceso de contratación, concentración y distribución de medio de pago electrónico; 3) El proceso de distribución y concentración de pagos a los beneficiarios, así como el seguimiento de los procesos administrativos necesarios para la realización de dicha actividad. 4) Seguimiento al uso del recurso dispersado. En este sentido, el proyecto sumará los beneficios de los programas sociales que realizan transferencias monetarias, así como  de posibles convenios con diferentes instancias públicas y privadas para ofrecer servicios gratuitos o de descuentos. 5) Impresiones de tarjetas de Club MI Impulso GTO y Mi Primer Impulso. 6) Entrega de tarjetas Club Mi Impulso GTO y Mi primer Impulso a las áreas internas correspondientes para la distribución de las mismas a los distintos beneficiarios.",2000000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,518,Dirección General de desarrollo Humano y Comunitario,5,SDSH,E010,Reconstrucción del tejido social,E010.C05,Acciones de articulación y vinculación con el sector educativo y otros organismos sociales realizadas.,Q0256,"Yo Puedo, GTO Puede","Implementar en los 46 municipios del estado un proceso de formación socioeducativa de manera presencial o virtual que se adapte a las necesidades actuales debido a la contingencia COVID-19, en el cuál permita a través de los promotores o de una plataforma digital, que cada participante de los grupos conformados,  tenga la posibilidad de ver plasmados sus sueños y objetivos, a través de un proyecto de vida; estas dos modalidades propuestas estarán conformados por los 4 módulos: 1. Cómo vivimos y cómo podemos cambiar, 2. Construyendo puentes, 3. Constructores del cambio hacia la felicidad y 4. Organizándonos para asegurar nuestro plan de vida.   Las sesiones otorgadas deberán proporcionar las herramientas para que las personas se reconozca a sí mismas como un ser valioso, agente de cambio, que puede lograr la transformación de su persona y de su entorno, motivándolos a visualizar distintos escenarios,  a través de los cuales cada uno es responsable de transformar su situación presente y así mejorar su futuro, ayudándolos a pasar de la vulnerabilidad a la resiliencia, logrando así, el influir en el bienestar social y así contribuir con ambientes favorables que promueva la igualdad, la solidaridad, el respeto, la autogestión, ampliar sus visión para la generación de  ingresos y la participación social en busca de una mejor calidad de vida.",2000000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,518,Dirección General de desarrollo Humano y Comunitario,5,SDSH,E010,Reconstrucción del tejido social,E010.C06,Capacitaciones y apoyos económicos para el fortalecimiento de organizaciones civiles y de asistencia social realizados.,Q0261,Sumamos al Desarrollo de la Sociedad,"Fortalecimiento a Organizaciones de la Sociedad Civil, mediante el otorgamiento de apoyos económicos  para atender las carencias de población de escasos recursos a través de convocatorias públicas que permiten a las OSCs que cuentan con su constancia de inscripción o actualización al Registro Estatal y que acrediten como mínimo una trayectoria de dos años de trabajo en la entidad, participar presentando proyectos técnicos  y estratégicos con base a su objeto social. Los Proyectos serán evaluados a través de un Comité de selección de apoyos. Una vez que dicho Comité dictamina la viabilidad de un proyecto, se establecerán convenios de apoyo con las asociaciones seleccionadas, a través de los cuales se especifican las acciones y alcances del mismo.   En este sentido, el proyecto contempla la orientación técnica, la asesoría, el seguimiento y verificación puntual en la aplicación de los recursos.  Las OSC a apoyar son las que realicen acciones que beneficien a niños, jóvenes, mujeres, adultos mayores, migrantes o personas en condiciones de vulnerabilidad; en temas desarrollo comunitario, alimentación, atención integral de la salud, discapacidad, deporte, arte, cultura, ecología y media ambiente, entre otros. El apoyo que se le brinde debe de ser aplicado en los rubros de: *contratación de personas para capacitación, formación, o asesoría *equipamiento o adquisición de inmuebles *desarrollo de proyectos sociales *mantenimiento o rehabilitación de inmuebles *construcción de inmuebles",30000000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,519,Dirección General de Economía y Vivienda Social,5,SDSH,P003,"Desarrollo regional, urbano y ordenamiento ecológico territorial",P003.C04,Acciones de mejoramiento de vivienda realizadas.,Q0249,Vive Mejor con Impulso,"Contribuir a que las familias que viven en zonas urbanas y rurales del estado habiten en viviendas con materiales resistentes, equipamiento para servicios y espacios adecuados, mediante acciones de mejoramiento pisos y techos de las viviendas, construir o ampliar viviendas, así como la construcción de cocinas, dormitorios y baños, mejorar conexiones de agua potable, drenaje y energía eléctrica de las viviendas y acondicionar los espacios de la vivienda con ecotecnias como estufas ecológicas, otorgando preferencia a las zonas de atención prioritaria, familias en contingencia o situación de vulnerabilidad, iniciando con la publicación de reglas de operación, firma de convenios de asignación de recursos con municipios, recepción de expedientes técnicos, emisión de anexos de ejecución, y transferencia de recursos a la entidad ejecutora,mediante el esquema de concurrencia, la ejecutora será responsable de la presupuestación, contratación, ejecución y supervisión de las obras o acciones. debiendo emitir esta un reporte de cierre de obras o acciones comprobando la correcta ejecución.",144300000
2021,2021-01-01,2,Desarrollo Humano y Social,5,Secretaría de Desarrollo Social y Humano,519,Dirección General de Economía y Vivienda Social,5,SDSH,S003,Impulso al combate a la pobreza con el mejoramiento de la situación familiar,S003.C01,Capacitación y apoyo económico con jornales otorgados,Q0262,Trabajemos Juntos,"El proyecto tiene por objeto ayudar a la población con ingresos por debajo de linea de bienestar mediante ingreso temporal que ayude a satisfacer sus necesidades básicas y las de sus familias, a través de  la realización de acciones sociales comunitarias. El Programa cuenta como una operación de respuesta rápida a crisis y emergencias de la población más vulnerable del estado. Las acciones sociales se llevarán a cabo en actividades como la recolección de basura, limpieza de lotes baldíos y de riachuelos, mejora y mantenimiento de caminos, pinta de espacios públicos, mantenimiento en general de espacios públicos, etc. Adicionalmente el Programa tiene como vertiente el componente de beca de capacitación de apoyo a sus beneficiarios, a través de la impartición de cursos y/o talleres encaminados a que los beneficiarios adquieran los conocimientos básicos de un oficio. La capacitación proporcionada es en relación a la obtención de habilidades básicas para el desempeño de oficios y de producción para el autoconsumo, consisten en: corte y confección, panadería y técnicas de repostería, instalaciones eléctricas residenciales, elaboración de productos de limpieza, huertos de traspatio, velas aromáticas y medicinales, alfarería, corte de cabello, elaboración de quesos, elaboración de dulces artesanales, mecánica automotriz y reparación de celulares, entre otros; por medio de instituciones que se dedican a tal fin, como es el Instituto Estatal de Capacitación (IECA) o afines.",35000000
